slice_id,short_text,full_text
110719,Looking for something sweet and salty without all the calories? Now with Lay’s Poppables Salty + Sweet you can have it!,"Lay’s Poppables Salty + Sweet let’s you snack on the irresistible salty and sweet flavor combinations you crave all in one bag. The delightful Lay’s Poppables you already love are paired with new versions made with real cocoa, caramel, and maple, letting you get your sweet tooth fix in a light and airy poppable treat.

Available in:

- Sea Salt & Dark Chocolate
- Sea Salt & Caramel
- Sea Salt & Maple

No artificial colors, flavors or preservatives"
128358,"Introducing Doritos Pro, a new range of intensely flavorful, boosted Doritos that deliver a great-tasting way to always stay on your game.","These crunchy chips bring the iconic flavors of Doritos you love then levels them up with protein and a boost of goodness from real chickpeas for a snack that helps you power through your day in a boldly delicious way.

Available in bold classic flavors like:

- Nacho Cheese
- Cool Ranch

7g of protein per serving."
128394,"Introducing new Doritos Dip Fusions, a one-of-kind chip + dip flavor fusion with delicious dip flavors popped right into the chip for an ultra bold snack experience.","These Doritos have a full-on taste explosion of dips like queso or salsa seasoned and popped into the chip itself for vivid flavor you can see and taste. Plus a crunchy, popped texture that is endlessly enjoyable.

Available in bold dip-full flavors like:

- Scorchin' Salsa
- Spicy Guac
- Chipotle Queso

Never Fried."
128825,"Introducing new Doritos FWD, the bold flavor of Doritos now with an even bolder crunch for a snack that’ll always keep you moving forward.","These Doritos flavored tortilla chips are  amped up with a bigger, thicker crunch, 4g of protein for a deliciously satisfying snack that brings even more to snack time so you can stay unstoppably you.

 

Available in bold classic flavors like:

- Nacho Cheese
- Cool Ranch

4g of protein.

"
136621,"Introducing new Doritos Next, a range of bold, super-charged Doritos that'll keep you moving forward through your day.","These intensely flavorful Doritos bring a thicker crunch, a boost of protein and are super-charged with chickpeas for a bold snack that’ll power you through whatever comes next. Available in classic Doritos flavors: Nacho Cheese, Cool ranch."
133575,"Introducing Fritos Cheesy Poppers, mini corn clusters with delicious cheese for a satisfying, filling snack.","Fritos Cheesy Poppers are crushed, crunchy Fritos bound together with savory cheese flavors and bold spices. Every engaging popper brings big bite and big flavor for a hearty snack. 

Available in flavors like: Cheddar Sour Cream, Creamy Jalapeno, Queso Blanco. "
109445,Bring the wholesome and bright colors of veggies into your snacking routine with the new Lays Poppables Veggie Rainbow!,"Lay’s Poppables Veggie Rainbow are Poppables with a blast of veggies that create a multi-colored multi-flavored irresistible snack. Enjoy the colors and tastes coming from veggies that make this airy savory treat fun and wholesome. You will be amazed by the taste of chickpeas, bell peppers, and sweet potato seasoned with the great flavors of your favorite Lay’s!

Available in:

- Sea Salt
- Zesty Ranch
- Cheddar Cheese

Made with real veggies

No artificial colors, flavors or preservatives 

"
133612,"Introducing Hearty Grain PopCorners, grain-infused popped chips packed with healthful ingredients.","Hearty Grain PopCorners are crunchy PopCorners blended with wholesome ingredients like quinoa, millet, sorghum and flavorful herbs and spices. Grab a handful for a nutrient-packed and satisfying snack. Available in flavors like: Parmesan & Herb, Rosemary Thyme and Sea Salt & Cracked Black Pepper."
133592,"Introducing Puffed PopCorners, pyramid-shaped salty puffed snacks, for when you need a little break that won’t weigh you down.","Puffed PopCorners are a light, poppable, 3-dimentional way to enjoy PopCorners. Each pyramid puff is a flavorful, guilt-free snack that satisfies without filling you up. Enjoy by the handful, or one by one. Available in flavors like: White Cheddar, Sea Salt + Light Butter and Kettle Glazed."
137574,"Introducing Rold Gold Filled Pretzel Nuggets, salty pretzel bites filled with comforting sweet fillings for a delicious sweet and salty combination in every bite.","We take our classically crunchy pretzel and hollow out the center, making room for irresistibly comforting flavor combinations. With just the right ratio of crunch to filling and sweet to salty, each bite is sure to delight.

Available in the following flavors: Chocolate & Peanut Butter, Peanut Butter & Jelly, and Chocolate & Vanilla"
133597,"Introducing Lay’s Wavy Drizzled Chips, potato chips drizzled with an array of savory dip flavors.","Lay’s Wavy Drizzled Chips are extra-crunchy chips pre-drizzled with your favorite dips like French Onion or Creamy Jalapeno. Enjoy all the satisfying flavor all in one easy, convenient chip.  Available in flavors like: French Onion, Creamy Jalapeno, Smooth Ranch."
112414,"Doritos Cracker Crisps takes your everyday cracker experience to another level, delivering a bold flavor experience and a satisfying crunch.","Introducing **DORITOS ® CRACKER CRISPS**, a bite-sized DORITO cracker packed with the big DORITOS® crunch and bold flavored inspired by late night favorites. 

DORITOS® CRACKER CRISPS are the perfect balance of light, crispy crunch and bold DORITOS ® all in a bite-sized shape so you can keep snacking through the day. 

We’re bringing new flavors to crackers so try these cracker crisps in flavors like: 

- Supreme Pizza
- Crispy Taco
- Hot Wings

"
114835,"Introducing Tostitos Whole Grain: a crispy crowd pleaser, now made with whole grains.","Tostitos Whole Grain tortilla chips have all the great tortilla chip flavor and crunch you love, full of whole grain goodness from premium white corn. These delicious chips go great with salsa, your favorite dips, or nachos. Bring your crowd together with Tostitos Whole Grain."
133570,"Introducing Doritos Twisted, chips with a twisted shape and ‘twist’ on traditional flavors.","Doritos Twisted have a wavy shape and exciting bold flavors. The unusually delicious flavors will surprise and delight. Available in flavors like: Cheddar + Hot Honey, Teriyaki + Yuzu, Smoked Ancho + Queso."
133607,"Introducing Lay’s Loaded Potatoes, extra-thick, extra-crunchy chips with toppings inspired by comfort-food flavors.","Lay’s Loaded Potatoes are twice-cooked, extra crunchy potato chips, with browned edges loaded with herbs, spices and delicious savory ingredients. Available in flavors like: Bacon and Cheddar, Sour Cream & Onion and Cheddar & Red Pepper."
114926,"Introducing Stacy’s Sweet Crisps, delicious snacks that taste like a cookie and crunch like a cracker for when you want a little something sweet to munch on in the evening.","Stacy’s Sweet Crisps are lightly salted crispy pita chips with sweet sugar cookie and rainbow sprinkles baked in to create a delightfully new crispy, sweet and salty experience. 

Also Available in Flavors Like:

Lay's Chocolate Chip 

Doritos Salted Caramel 

Popcorners Peanut Butter "
115088,"Introducing Lay’s Sweet ‘N Salty Layers, an indulgent, multi-textured, layered salty-sweet dessert, so you can have a little bit of everything you love.","Lay’s Sweet ‘N Salty Layers have a cookie base and creamy marshmallow center, topped with a salty layer of Lay’s potato chips and finished off with a decadent chocolate drizzle. Individually wrapped, these treats make it convenient and easy to enjoy at home or on-the-go.

Also Available in Flavors Like:

Rold Gold Sweet ’N Salty Layers

Doritos Sweet ’N Salty Layers

Cheetos Sweet ’N Salty Layers

Fritos Sweet ’N Salty Layers"
115073,"Introducing Lay’s Wavy After Dark, delicious chocolate-covered, sweet and salty snacks that satisfy your evening cravings.","Lay’s Wavy After Dark bring together your favorite Lay’s potato chips and rich dark chocolate for the ultimate sweet and salty snacking experience.​

Also Available in Flavors Like:

Rold Gold After Dark

Stacy’s After Dark

Smartfood After Dark"
115078,"Introducing Lay’s Crispy Treats, craveable crispy, crunchy, chewy snack squares that double as a dessert.","Lay’s Crispy Treats combine Lay’s potato chips with sweet marshmallow for a delicious ooey gooey, crispy bar that balances sweet and salty in every irresistible bite. Individually wrapped, these treats make it convenient and easy to enjoy on-the-go or at home.

Also Available in Flavors Like:

Cheetos Crispy Treats

Smartfood Crispy Treats

Ruffles Crispy Treats"
138463,"Introducing Lay’s Hearty Bites, a new kind of heartier, culinary-inspired snack from Lay’s, crafted with real chickpeas to be an extra-satisfying treat that’s perfect for your end of day unwind.","Every chip is full of foodie flavor from real ingredients like chickpeas, sun-dried tomatoes and herbs and with a thicker, heartier oven-baked crunch unlike anything we've done before this is snack that takes joy in truly satisfying. Available in delicious slow-crafted flavors like: Sun-Dried Tomato & Herb, Roasted Garlic & Parmesan, Buttermilk & Chive"
114921,"Introducing Smartfood Midnight Clusters, clusters of salty snacks with sweet, indulgent drizzles that are great for snacking at the end of a long day.","Smartfood Midnight Clusters combine Smartfood popcorn, potato chips, and pretzels with a sweet vanilla and chocolate drizzle for the ultimate late-night snack. 

Also Available in Flavors Like:

Dark Chocolate

Salted Caramel 

Chocolate Peanut Butter"
136611,"Introducing Lay's Terrain, lightly salted snackable chips that satisfies your chip craving while providing you the benefits of flavorful veggie combinations.","We've taken the tasty potato Lay's you love and added quinoa and green lentil to create a wholesome, protein-packed snack. These chips offer all the salty potato chip taste you love without the added guilt - plus 5g of added plant-based protein. Available in the following flavors: Lightly Salted, BBQ, Sour Cream & Onion.

"
136616,"Introducing Smart Food Nut Crisps,  a perfectly grazable, light snack option that you can feel good about eating.","We've taken the delicious white cheddar cheese flavor of Smartfood popcorn and added it to light, crispy rounds made of puffed corns and nut flour. This snack is designed to give you an added boost of protein, perfect for keeping you focused and feeling good. Available in the following flavors: White Cheddar, Sweet & Salty Kettle, Caramel Cheddar.

"
137152,"One of the most delicious flavors combinations in the world, now on a thinner, real-pita chip for a crunchier experience.","A sweet mix of cinnamon and high-quality milled cane sugar create the perfect snack for your delectable snacking moments. 

Made with Real Pita Bread"
115083,"Introducing Doritos Sweet Rollitos, crunchy rolled chips with sweet fillings that give you the ultimate indulgence.","Doritos Sweet Rollitos are Chile Limón Doritos filled with vanilla crème for a salty-sweet, crunchy-creamy snack that brings a bold Doritos kick.​

Also Available in Flavors Like:

Tostitos Churro & Chocolate 

Fritos Salted Caramel 

Stacy's Lime Vanilla Crème"
138492,"Introducing Fritos Corn Balls, the big flavor of Fritos, now in a light, airy, poppable snack.","Fritos Corn Balls are airy, hollow spheres, with a  satisfyingly crunchy exterior. Each bite brings you different levels of crunch and pockets of flavor, for a snacking experience that is always new and surprising. Available in flavors like: Cheese, Chili Cheese, and Honey BBQ "
137569,"Introducing Sweetos Cloud Bites, a sweet and colorful crispy puff, to delight your eyes and your taste buds, perfect for when you're in the mood for a sweet adventure.","We're taking puffs and making them even more fun. Each puff has mischievously bright colors and deliciously sweet flavors to lift your mood. Take your senses for a ride with an all-new take on the ever-tasty puff. Available in the following flavors: Strawberry Cream, Cotton Candy, and Mint Chocolate

"
138453,"Introducing Lay’s Potato & Veggie Straws, a new wholesome range of thin and crunchy, savory straws made from delicious Lay’s potatoes combined with a variety of flavorful vegetables.","Lay’s Potato & Veggie Straws start with farm-grown, real potatoes that are combined with delicious real vegetables, sliced into long crunchy straws, to give you a more flavorful and healthful snacking experience that will keep you coming back for more. Available in the following flavors: Creamy Ranch, Sea Salt, and Salsa"
138487,"Introducing Doritos Chaos, woven and bound flavor layers that explode with extreme crunch and flavor.","Doritos Chaos delivers unexpected flavor and new dimensions of crunch. The tightly compacted layers are designed to trap flavor and seasoning, so with every crunchy bite pockets of intense flavor are released.  Available in the following flavors: Spicy Nacho, Zesty Ranch, and Coolin’ Sour Cream"
116826,"Introducing Lay’s Poppables Veg & Dip! Delicious and airy crisps made with real veggies and flavors of classic dips, giving you the best of both tastes in one bite.","Introducing Lay’s Poppables Veg & Dip! Delicious and airy crisps made with real veggies and flavors of classic dips, giving you the best of both tastes in one bite. 

Every crisp is made with veggies like chickpeas, carrots and peppers, and deliciously seasoned to recreate your favorite dips. These delightful, bite-size crisps are a crowd-pleasing snack that capture the best of both worlds. 

Poppables Veg&Dip is available in: 

- Carrots &  Ranch 
- Peppers & Southwest Chipotle
- Carrots & Hummus

Made with real veggies

No flavors or colors from artificial sources

"
138458,"Introducing PopCorners Cheese Bakes, light and airy crisps with powerfully big cheese flavor.","PopCorners Cheese Bakes are better-for-you, never fried, baked corn crisps. We season them with savory herbs and spices and then bake them with real cheese piled on top for a delicious snack. Pop them one by one and savor the surprisingly light and crispy texture and uniquely munchable flavor. Available in the following flavors: Parmesan & Herbs, Asiago & Black Pepper, and Pepperjack"
121599,Introducing Fully Loaded Tortilla Chips by Food for Good: Tortilla chips that come in irresistible flavors that the whole gang can enjoy.,"Our chips are crunchy rolled-up tortillas **made with ingredients you know**, like **organic yellow corn**. They come in a variety of savory flavors so delectable, you don’t need any extra dips or sauces. Grab a bag for a guaranteed hit at your next get-together!

Fully Loaded Tortilla Chips are available in:

- Habanero Queso
- Buffalo Bleu Cheese
- Peppercorn Ranch

**Made with no artificial colors, flavors or preservatives.**

**Non-GMO Project Verified.**"
142950,"Introducing the 20 count Variety+ Snack Mix with Frito-Lay snacks and Skittles and Snickers. All your favorite snacks, in a convenient multi-pack!","Introducing the 20 count Variety+ Snack Mix with Frito-Lay snacks and Skittles and Snickers. All your favorite snacks, in a convenient multi-pack!

Combining the best with the best, this multipack has your favorite salty snacks and your favorite fun-size sweet snacks. Packaged in individual bags, these are great for an evening treat as you can snack on a variety of options from the comfort of your home.

The snacks included in this multi-pack are: 

- 3 Doritos Spicy Nacho
- 4 Ruffles Cheddar & Sour Cream
- 3 Cheetos Crunchy Flamin’ Hot
- 5 Skittles Original
- 5 Snickers Original

Priced at $12.33.

All other Frito-Lay multi-packs and Mars-Wrigley variety packs offerings are still available."
121588,Introducing Kettle Selects by Food for Good; Amazingly delicious kettle chips that bring enjoyment to your chill-outs and party time.,"Our super crunchy chips are cooked in sunflower oil and come in a variety of surprisingly delicious flavors. They’re made with ingredients you know and are a real crowd-pleaser. Pop open the bag and share the good vibes!

Kettle Selects are available in:

- Sea Salt
- Barbecue
- Lime & Cracked Pepper
- Jalapeño Lime Zest

Made with no artificial colors or flavors.

Non-GMO Project Verified."
124880,"Introducing new 18 count Doritos, Cheetos and Lay’s Bite-sized multi-pack. Miniature sized versions of your favorite snacks to add excitement to the day, wherever you want a pop of fun!","Introducing new 18 count Doritos, Cheetos and Lay’s Bite-sized multi-pack. Miniature sized versions of your favorite snacks to add excitement to the day, wherever you want a pop of fun!

That’s because we’ve taken your favorite snack brands like Doritos, Cheetos, and Lay’s, made them bite sized, packed them with flavor and put them in individual serving sized bags so that you can enjoy them where you want, when you want, how you want, bite after poppable bite.

Available in these tasty varieties:

- Bite-Sized Cheetos, Bite-Sized Doritos &  Bite-Sized Lay’s Mix
- Bite-Sized Doritos 3Ds, Bite-Sized Cheetos Popcorn & Bite-Sized Lay’s Poppables Mix

All other Frito-Lay multi-pack offerings are still available.

See nutrition information for Total Fat and Sodium content."
146037,"Go ahead and give in to the graze, with these light and crispy Croissant-style crackers.","Deliciously buttery, flaky crackers that transform the distinctive sweet & savory flavors of croissants into a snackable cracker."
146032,"The best part of the the pie, now in a satisfyingly flaky, buttery cracker form.","Artfully baked to golden perfection, each melt-in-your-mouth cracker has the perfect balance of crunch and crumbly texture and unmistakable home-cooked flavor."
133585,"Introducing PopCorners Fruity, light and airy popcorn chip snacks blended with deliciously sweet fruit flavors.","PopCorners Fruity are colorful popped chips blended with real fruit for a healthy and delicious snack with a satisfying crispy bite. Grab a handful and enjoy a light sweet treat with delicious fruit. 

Available in flavors like: Spiced Harvest Apple, Summer Berry Medley and Black Cherry Marmalade."
138273,Introducing AIR POP a new way to snack - warm and fresh snacks you make in the microwave.,"The snack is made from a **few natural ingredients** (water, a pinch of salt, and multigrain). The **process is simple** - the ingredients are mixed to form a dough, then shaped, and finally airdried making it a healthier snack choice.​

AIR POP is a **crispy and airy snack freshly made** in the microwave. Ready in under a minute! It comes in individual servings in a range of flavors. ​

Make AIR POP in 3 easy steps: ​

Step 1: Place AIR POP in the microwave​

Step 2: Microwave for less than 1 minute ​

Step 3: Enjoy!​

AIR POP packaging is made with **recyclable paper** so it's good for the planet!"
147528,"Experience a bold new wave in crackers, with a unique SunChips spin.","A thicker, extra toasted and deeper ridged whole grain cracker in the classic SunChips wave shape and flavors.

"
138501,"Introducing Lay’s Gourmet Fusions, a new range of gourmet chips with famous chef-made flavors fused in to elevate your snacking experience.","Perfectly popped and never fried, Lay’s Gourmet Fusions chips are infused with real, visible ingredients masterfully selected by famous chefs around the world, delivering a rich, layered and authentic flavor experience. Tantalizingly light, thin and crispy, these sophisticated bites are designed to delight your snacking moments. Available in flavors like: Braised Beef Brisket with Caramelized Onion, Crispy Pork Belly with Apple Sauce, Greek Chicken with Lemon & Oregano"
128392,"Introducing new Doritos Next Lvl, a fully amped flavor experience that takes any hang to the next level.","These Doritos pop the delicious flavors of your favorite hang foods right into the chip for a full-on vivid taste experience with ingredients you can see. Plus their popped, crunchy yet light texture delivers next level snackability.

Available in next level flavors like:

- 'Loaded Nachos' with Peppers, Beans & Queso
- 'The Works Pizza' with Sauce, Pepperoni & Cheese
- 'Max'd Taco Bowl' with Beef, Bean, Tomato & Crema

Never Fried."
128387,"Introducing Aero Lay's, the irresistibly flavorful yet light new way to enjoy Lay's that’s effortlessly munchable without ever weighing you down.","These deliciously seasoned Lay's bring together irresistible flavor with a new aero-popped texture that is light yet crunchy for a snack that is even more effortlessly munchable. Plus they're never fried so you can enjoy more chips with less calories! Perfect on its own or as a tasty yet light complement to any meal.

Available in both delicious new and classic flavors like:

- Sour Cream & Cheddar
- Sea Salt
- Hot Honey"
128372,Treat your tastebuds to an irresistibly authentic flavor journey with this new range of globally-inspired great-tasting chips from Lay's.,"These golden, oven-crisped chips are packed full of rich flavors from around the world. Made from a blend of real ingredients, including chickpea, baked right into every light-yet-crunchy chip for a deliciously authentic flavor that will take you on a true taste adventure.

Available in delicious globally-inspired flavors such as:

- Mediterranean Roasted Garlic Hummus
- Indian-Spiced Red Curry
- Spanish Tomato & Smoked Paprika"
128361,"Introducing new Doritos FWD, the bold flavor of Doritos now super-sized into a more boldly substantial snack that’ll always keep you moving forward.","We’ve taken the tastes you love of Doritos and turned it into an extra bold, extra-large chip with a bigger, thicker crunch and a boost of plant protein for a deliciously satisfying snack that brings even more boldness to snack time so you can stay unstoppably you.

Available in bold classic flavors like:

- Nacho Cheese
- Cool Ranch

4g of protein and 3g of fiber per serving.

Individually wrapped and easy to enjoy on the go."
133590,"Introducing PopCorners Cheese Crisps, corn and cheese blended and popped into delicate, thin snacks with a delicious savory taste.","PopCorners Cheese Crisps are light and airy like you expect from PopCorners but made with cheese for a punch of flavor and crunch that is crave-able. Pop them one by one for the perfect snack. Available in flavors like: Aged Cheddar, Parmesan Herb and Monterey Jack Jalapeno. "
133595,"Introducing Fritos Stix, a combination of big intense flavor in a puffed, airy, crunchy snack.","Fritos Stix combine hearty Frito corn taste with bold flavor. All in a light, munchable, airy puffed stick, it’s a snack with loads of contrast and surprise! Available in flavors like: Cheddar, Flamin’ Hot and Honey Barbecue."
133574,"Introducing Doritos Crunch’d, thick and crunchy Doritos upgraded with flour and a surprisingly bold flavor.","Doritos Crunch’d are made with flour tortillas rather than corn and shaped into thick chips for an extra-crispy texture. The subtle flour tortilla flavor lets you take in even more bold and adventurous seasoning. Available in flavors like: Jalapeno Queso Blanco, Tomatillo & Cilantro, Serrano Chili & Lime."
133611,"Introducing PopCorners Thins, triangle popped-corn chips, but ultra-thin, airy and gently seasoned.","PopCorners Thins are extra-thin, crispy popped snacks for an even lighter bite. Perfect to eat one by one, each crispy bite is light but satisfying. Available in flavors like: Sea Salt,  White Cheddar and Sweet Chili. "
133600,"Introducing Lay’s Mini Bites, tiny, light, crispy potato rounds you can enjoy handful after handful.","Lay’s Mini Bites are airy, fried potato bites, perfect to scoop up and enjoy by the handful, or simply munch and crunch one by one. This easy to eat snack is flavored with classic Lay’s flavors. Available in flavors like: Sea Salt, Sour Cream & Cheddar and Honey BBQ."
136614,"Introducing Lay's Poppables with Lentils, the lighty, airy, and salty snack you crave with the added protein of a lentil base.","We reimagined the light and airy Lay's Poppables you know and love. This all new option uses lentils instead of potato to create a nutritious, protein-packed snack for any time of day. Fuel your crunchy, salty cravings with a snack that makes you feel good. Available in the following flavors: Sea Salt, White Cheddar, Sea Salt & Vinegar

"
136609,"Introducing Doritos Trailblazer Snack Mix, a trail mix that combines healthy, protein-packed ingredients with the bold nacho cheese flavor of Doritos.","Our nacho-cheese-flavored trail mix includes puffed lentils, corn nuts, and mini triangles - all coated in the bold Doritos flavor you crave. This protein-packed snack is perfect for snacking healthier without compromising flavor. Available in the following flavors: Nacho Cheese, Cool Ranch, Spicy Sweet Chili."
137567,"Introducing Sweetos Dipped Puffs, deliriously playful puffed snacks that are dipped in frosting and sprinkled to provide a sweet treat like no other.","We take our light, puffy  Sweetos, made with a delicious dusting of sweetness, and we coat them in a thin layer of luscious frosting , and then we add fun, sweet sprinkles on top. With a playful, imaginative spirit, this sweet snack is sure to satisfy and surprise your sweet taste buds with something totally new. Available in the following flavors: Chocolate, Vanilla, and Strawberry"
136619,"Introducing Doritos by Mountain Dew, the boldness of Mtn Dew's flavor and fizz meets that perfect Doritos crunch for a next level snack experience.","We've taken the classic Dorito chip and supercharged it with the refreshing Mountain Dew flavor. Paired with a subtle fizzing sensation, these chips are a snacking experience like no other - bringing you the bold citrus flavors of Mountain Dew in a bold, crunchy Dorito snack."
138456,"Introducing PopCorners Trios, three delicious flavors come together in every handful to create a favorite, familiar taste.","PopCorners Trios start with our better-for-you, never fried popped corn crisps and make them bite-sized and mini. Then, each chip is uniquely flavored in a medley of three complementary flavors. They are great to snack on one-by-one, or you can eat by the handful to enjoy the perfect flavor fusion. Available in the following flavors: BLT, Three Cheeses, and Pico de Gallo"
138451,"Introducing Lay’s Terrain, a new range of Potato Chips that combines potatoes with a variety of flavorful vegetables, lentils and peas, to give you a more nutritious snack.","Lay’s Terrain take the tasty potato Lay’s chips you love and adds diverse, wholesome and delicious ingredients from local U.S farms, to deliver a snacking experience that not only tastes good, but is more wholesome choice too. Available in the following flavors: Roasted Garlic & Pepper, Sour Cream & Chive, and Sea Salt & Rosemary"
138491,"Introducing Fritos Puffs, a melt-in-your mouth puff with soft corn crunches to give you a fun poppable snack to break up your day","Fritos Puffs bring you a light, bite size and airy corn puff with the flavor you love from Fritos in a new munchable snack. These light and airy, poppable snacks have a delicious soft corn crunch and come in a variety of irresistible flavors. Available in the following flavors: Queso, Cheddar & Jalapeno, and Original"
137572,"Introducing Popcorners Sweet Cone Bites, light crunchy cones packed with creamy fillings for a sweet-salty delectable treat.","We take our delicious air-popped chip, fold it into a playful mini-cone shape and fill it with delightfully sweet fillings. This crispy-crunchy, sweet, and creamy bite takes your tastebuds on a ride, transporting you back to that final ice-cream cone bite, now in a lighter, grown-up version. Available in the following flavors: Peanut Butter, Chocolate, and Salted Caramel"
138461,"Introducing Lay’s Baked Hearty Bites, a new kind of heartier, culinary-inspired snack from Lay’s, crafted with real chickpeas to be an extra-satisfying treat that’s perfect for your end of day unwind.","Every chip is full of foodie flavor from real ingredients like chickpeas, sun-dried tomatoes and herbs and with a thicker, heartier oven-baked crunch unlike anything we've done before this is snack that takes joy in truly satisfying. Available in delicious slow-crafted flavors like: Sun-Dried Tomato & Herb, Roasted Garlic & Parmesan, Buttermilk & Chive"
128780,Introducing Lay’s Veggie Poppables—a snack so tasty that even the pickiest eaters will love the real chickpeas and veggies mixed right in.,"We took our light and crispy textured Lay’s Poppables and blended them with ingredients like chickpeas, sweet potato, carrot and spinach to create a deliciously fun snack with a positive twist. Go ahead and grab them by the handful!

Available in:

- Sea Salt
- White Cheddar
- Ranch

"
133579,"Introducing Fritos Corn Nuts, deliciously crunchy flavored corn nuts that you can pop into your mouth.","Fritos Corn Nuts are mini poppable snacks, made by roasting Fritos fresh corn kernels. They come in a variety of flavors that pack a punch for the ultimate in crunchy snack. Available in flavors like: Chili Cheese, Honey BBQ, Original. "
138496,"Introducing Fritos Mini Corn Puffs, the delicious corn flavor of Fritos, now in light, airy and puffed corn shapes, combined with irresistible flavors to bring a little fun to your snack.","Fritos Mini Corn Puffs celebrates food truck culture, with these airy and delicious snacks that are satisfyingly crunchy and full of vibrant flavor. With each bite you will experience a crispy crunch bursting with flavor that will have you going back for more handfuls. Available in flavors like: Salted Butter, Grilled Corn, Cheese & Lime, and Chili Cheese"
146025,"Enjoy the great taste of breakfast any time, with these light yet satisfying artisan waffle crisps.",Thin and crispy baked crackers with a waffle-like texture in a range of breakfast-inspired flavors like maple butter or blueberry.
146030,"No need to dip, with these delicious crackers that bake all the dip-tastic flavor right into the chip!No need to dip, with these delicious crackers that bake all the dip-tastic flavor right into the chip!","Crunchy, golden-baked crackers with mouthwatering dip inspired flavors like spinach artichoke and visible ingredients baked into the chip."
146035,"The mouthwatering flavor of your favorite cheese board pairings, now in a surprisingly light and supremely snackable bite.","Thin and crispy, super-cheesy crackers made with real cheese and classic pairings baked right into the cracker, for example aged cheddar and wild honey crackers."
147537,"Toasted, crispy crackers that deliver big, baked flavor and a satisfying bite, without slowing you down.","Thin, super-snackable whole grain crackers sprinkled with flavorful cheese, herbs and seasonings, then oven-toasted to crispy, blistery, melty perfection.

"
147532,"Crunch on the light side, with extra thin and crispy crackers that are full of tasty flavor you can see.","Super snackable, popped whole grain crackers with visible, wholesome ingredients baked right in.

"
147523,Double down on great flavor and your favorite dips with these tasty layered crackers.,"Layered crackers that bring together a crunchy, whole grain base cracker with a tasty, dip-inspired topping layer, like guacamole, for a deliciously stacked flavor experience.

"
147527,"The delicious taste of garden veggies, baked into flavorful, satisfying crackers.","Thin and wavy whole grain crackers made with vibrant, wholesome veggies, for a snack that's as tasty as it is colorful.

"
45564,"Introducing Cheetos Cheesefuls, the all-cheese Cheetos that are packed with protein and extra cheesy satisfaction.","Cheetos Cheesefuls are made entirely from crunchy, baked cheese and then seasoned in classic Cheetos flavors such as Original Cheetos and Flamin’ Hot. With five grams of protein per serving, they’re the wholesome and delicious snack that satisfies with bold texture and intensely cheesy flavor.
"
45934,"Introducing Lay’s Flavor Trios, a colorful new snack that creates a fun and playful flavor experience.","Each bag of Lay’s Flavor Trios brings together three different but complementary chips to create a deliciously engaging taste adventure. Combining crowd-pleasing flavors like Cheddar, Bacon & Jalapeno or Tomato, Basil & Mozzarella—these unique mash-ups are great for sharing with friends or enjoying on your own."
45708,"Introducing Matador Signature Pork Rinds, a crunchy snack that picks you up with big flavor and keeps you going with filling protein.","Matador Signature Pork Rinds are satisfying, protein-packed chips tossed in a delicious blend of savory spices. When you need a snack with a little something more, Matador Premium Pork Rinds deliver filling chips in delicious flavors like Chili Lime, Maple Bacon, and Smoked Cheddar."
45949,"Introducing Lay’s Chip Stix, perfectly crispy and flavorful potato sticks for easy snacking.",Lay’s Chip Stix are delicious two-bite sticks baked to golden brown perfection with a melt-in-your-mouth texture. Chip Stix are great for light munching on their own or sturdy enough to enjoy with your favorite dip.
45569,"Introducing Cheetos Smashwiches, the fun, filling, and extra flavorful Cheetos snack that’s the perfect cheesy treat.","Each Cheetos Smashwich has a craveable cheese or peanut butter filling between two bite-sized, crunchy Cheetos disks dusted with Original Cheetos mellow cheddar or Flamin’ Hot seasoning. They’re the poppable snack that’s perfect when you crave something supremely satisfying and bursting with dangerously cheesy flavor. 
"
45939,"Introducing new Lay’s Poppables Made with Real Sweet Potato, the colorful and wholesome way to snack throughout your day.","Lay’s Sweet Potato Poppables are light, airy and perfectly popped bites made from tasty sweet potato – then lightly seasoned with delicious flavors like Sea Salt, Cheddar, and Parmesan Herb. Because these crispy, colorful chips are popped with wholesome goodness, you can snack away without the guilt."
46020,"Introducing Tostitos Twists, a brand new fun-to-eat snack that puts a twist on your favorite tortilla chip.","Tostitos Twists are unique tortilla crisps that take two complementary flavored tortilla strips and twist them together for a brand new tortilla chip snack. Flavor combos like Cheddar & Jalapeño, White Cheddar & Parmesan, or Chile & Lime bring a new “twist” to your tortilla chip snack time."
45574,"Introducing Cheetos Crunch Pop, the ultimate collision of two snacking favorites for a special treat to share with your family.","Cheetos Crunch Pop is popcorn paired with classic crunchy Cheetos – all seasoned with cheesy flavors like Original Cheetos or Cheddar Jalapeno. Ready to go right out of the bag, it’s popcorn with an added boost of mischievous flavor, crunch and fun.
"
45944,"Introducing Lay’s Poppables Minis, the teeny-tiny, light and airy potato bite that’s perfect for popping away without the guilt.","Lay’s Poppables Minis are crispy-crunchy little potato bites that are perfectly popped and lightly seasoned with tasty flavors like Sea Salt or White Cheddar. And because they’re small and light-as-a-feather, you can pop them on and on, anywhere and everywhere, without ever feeling weighed down."
